ЗЕРАВШАН	["152701-N", "100022-N"]	['ПРИРОДНЫЙ ВОДОТОК', 'РЕКА']
ЗЕРКАЛКА	["117406-N", "4529-N", "117407-N"]	['СЪЕМОЧНАЯ КАМЕРА', 'ФОТОАППАРАТУРА', 'ФОТОКАМЕРА']
ЗЕРНОВКА	["129908-N", "107768-N", "4203-N", "4609-N", "4202-N"]	['АМБАРНЫЙ ВРЕДИТЕЛЬ', 'ЖУК (НАСЕКОМОЕ)', 'ВРЕДНОЕ НАСЕКОМОЕ', 'НАСЕКОМОЕ', 'ВРЕДИТЕЛЬ РАСТЕНИЙ']
ЗЕРНОГРАД	["134530-N", "136895-N"]	['ГОРОД РОССИЙСКОЙ ФЕДЕРАЦИИ', 'ГОРОД РОСТОВСКОЙ ОБЛАСТИ']
ЗЕРНОГРАДЕЦ	["369-N", "4773-N", "589-N"]	['НАСЕЛЕНИЕ', 'ЖИТЕЛЬ ГОРОДА', 'ЖИТЕЛЬ']
ЗЕРНОГРАДКА	["369-N", "4773-N", "589-N"]	['НАСЕЛЕНИЕ', 'ЖИТЕЛЬ ГОРОДА', 'ЖИТЕЛЬ']
ЗЕРНООЧИСТИТЕЛЬ	["132483-N", "5291-N"]	['ОБОРУДОВАНИЕ ДЛЯ ПИЩЕВОЙ ПРОМЫШЛЕННОСТИ', 'ОБОРУДОВАНИЕ ДЛЯ ПЕРЕРАБОТКИ ЗЕРНА']
ЗЕРНОСУШИЛКА	["132483-N", "5291-N"]	['ОБОРУДОВАНИЕ ДЛЯ ПИЩЕВОЙ ПРОМЫШЛЕННОСТИ', 'ОБОРУДОВАНИЕ ДЛЯ ПЕРЕРАБОТКИ ЗЕРНА']
ЗИЛУПЕ	["242-N", "145516-N", "123680-N"]	['ГОРОД', 'ГОРОДСКОЕ ПОСЕЛЕНИЕ', 'МУНИЦИПАЛЬНОЕ ОБРАЗОВАНИЕ']
ЗИЛЬМЕРДАК	["113887-N", "108597-N"]	['ГОРНАЯ ЦЕПЬ', 'ГОРНЫЙ МАССИВ']
ЗИМБАБВИЕЦ	["132681-N", "369-N"]	['НАСЕЛЕНИЕ ГОСУДАРСТВА', 'НАСЕЛЕНИЕ']
ЗИМИНЕЦ	["369-N", "4773-N", "589-N"]	['НАСЕЛЕНИЕ', 'ЖИТЕЛЬ ГОРОДА', 'ЖИТЕЛЬ']
ЗИМИНКА	["369-N", "4773-N", "589-N"]	['НАСЕЛЕНИЕ', 'ЖИТЕЛЬ ГОРОДА', 'ЖИТЕЛЬ']
ЗИМОВЩИК	["138167-N", "2149-N", "106579-N"]	['СУБЪЕКТ ДЕЯТЕЛЬНОСТИ', 'ЧЕЛОВЕК', 'ЖИВОЙ ОРГАНИЗМ']
ЗИМОВЩИЦА	["138167-N", "2149-N", "106579-N"]	['СУБЪЕКТ ДЕЯТЕЛЬНОСТИ', 'ЧЕЛОВЕК', 'ЖИВОЙ ОРГАНИЗМ']
ЗИМОГОРЬЕ	["242-N", "145516-N", "123680-N"]	['ГОРОД', 'ГОРОДСКОЕ ПОСЕЛЕНИЕ', 'МУНИЦИПАЛЬНОЕ ОБРАЗОВАНИЕ']
ЗИМОРОДОК	["963-N", "5681-N", "4091-N"]	['ПТИЦА', 'ДИКАЯ ПТИЦА', 'ДИКОЕ ЖИВОТНОЕ']
ЗИМОСТОЙКОСТЬ	["127016-N", "127017-N", "143521-N"]	['СТОЙКОСТЬ К ВОЗДЕЙСТВИЮ', 'МОРОЗОСТОЙКИЙ', 'ТЕРМОСТОЙКОСТЬ']
ЗИМОУСТОЙЧИВОСТЬ	["127016-N", "127017-N", "143521-N"]	['СТОЙКОСТЬ К ВОЗДЕЙСТВИЮ', 'МОРОЗОСТОЙКИЙ', 'ТЕРМОСТОЙКОСТЬ']
ЗИПУН	["4024-N", "124874-N", "108208-N", "124872-N"]	['ВЕРХНЯЯ ОДЕЖДА', 'КАФТАН', 'МУЖСКАЯ ОДЕЖДА', 'СТАРИННАЯ ОДЕЖДА']
ЗЛАТОГУЗКА	["146129-N", "4203-N", "4609-N", "144174-N", "4202-N"]	['ВРЕДНЫЙ ОРГАНИЗМ', 'ВРЕДНОЕ НАСЕКОМОЕ', 'НАСЕКОМОЕ', 'ЖИВОТНОЕ', 'ВРЕДИТЕЛЬ РАСТЕНИЙ']
ЗЛАТОУСТОВЕЦ	["369-N", "4773-N", "589-N"]	['НАСЕЛЕНИЕ', 'ЖИТЕЛЬ ГОРОДА', 'ЖИТЕЛЬ']
ЗЛОБСТВОВАНИЕ	["106656-N", "106647-N", "126287-N", "119082-N"]	['ЗЛОБА', 'МЕЖЛИЧНОСТНЫЕ ОТНОШЕНИЯ', 'ЗЛОПЫХАТЕЛЬСТВО, ЗЛОРАДСТВО', 'РАДОСТНЫЙ (ПОЛНЫЙ РАДОСТИ)']
ЗЛОБСТВОВАНЬЕ	["106656-N", "106647-N", "126287-N", "119082-N"]	['ЗЛОБА', 'МЕЖЛИЧНОСТНЫЕ ОТНОШЕНИЯ', 'ЗЛОПЫХАТЕЛЬСТВО, ЗЛОРАДСТВО', 'РАДОСТНЫЙ (ПОЛНЫЙ РАДОСТИ)']
ЗЛЫНКА	["136763-N", "134530-N"]	['ГОРОД БРЯНСКОЙ ОБЛАСТИ', 'ГОРОД РОССИЙСКОЙ ФЕДЕРАЦИИ']
ЗМЕЕВИК	["143683-N", "3919-N"]	['ПРИРОДНОЕ МИНЕРАЛЬНОЕ ОБРАЗОВАНИЕ', 'ГОРНАЯ ПОРОДА']
ЗМЕЕВИК	["108551-N", "106536-N"]	['ПОДЕЛОЧНЫЙ КАМЕНЬ', 'МАТЕРИАЛ ДЛЯ ИЗГОТОВЛЕНИЯ']
ЗМЕЕВИК	["143282-N", "4435-N"]	['ТЕПЛООБМЕННИК', 'ТЕПЛОВОЕ ОБОРУДОВАНИЕ']
ЗМЕЕВИК	["120512-N"]	['ТРУБКА (ПРЕДМЕТ ТРУБООБРАЗНОЙ ФОРМЫ)']
ЗМЕЕЛОВ	["126289-N", "150555-N"]	['ЛОВЕЦ (ЧЕЛОВЕК)', 'ЧЕЛОВЕК ПО СФЕРЕ ДЕЯТЕЛЬНОСТИ']
ЗМЕИНОГОРЕЦ	["369-N", "4773-N", "589-N"]	['НАСЕЛЕНИЕ', 'ЖИТЕЛЬ ГОРОДА', 'ЖИТЕЛЬ']
ЗМИЕВ	["242-N", "145516-N", "123680-N"]	['ГОРОД', 'ГОРОДСКОЕ ПОСЕЛЕНИЕ', 'МУНИЦИПАЛЬНОЕ ОБРАЗОВАНИЕ']
ЗМФИЗЕМА	["9462-N", "145294-N"]	['БОЛЕЗНИ ОРГАНОВ ДЫХАНИЯ', 'БОЛЕЗНЬ ЛЕГКИХ']
ЗМФИЗЕМА	["4392-N"]	['ОПУХОЛЬ']
ЗНАМЕНКА	["242-N", "145516-N", "123680-N"]	['ГОРОД', 'ГОРОДСКОЕ ПОСЕЛЕНИЕ', 'МУНИЦИПАЛЬНОЕ ОБРАЗОВАНИЕ']
ЗНАМЕНЩИК	["152714-N"]	['ЧЕЛОВЕК ПО РОЛИ']
ЗНАМЕНЩИК	["792-N", "127439-N"]	['ВОЕННОСЛУЖАЩИЙ', 'ВОИН (ЧЕЛОВЕК)']
ЗНАМЕНЩИК	["131687-N"]	['ЗНАМЕНОСЕЦ']
ЗОБ	["9528-N", "107586-N", "125011-N"]	['КЛИНИЧЕСКИЙ СИМПТОМ', 'СИМПТОМ (ВНЕШНИЙ ПРИЗНАК)', 'ФИЗИОЛОГИЧЕСКИЙ ПРОЦЕСС']
ЗОБ	["106580-N", "150414-N"]	['ОРГАН ЖИВОГО ОРГАНИЗМА', 'БИОЛОГИЧЕСКАЯ СУЩНОСТЬ']
ЗОБАСТОСТЬ	["151360-N", "106768-N"]	['ВНЕШНЯЯ ЧЕРТА', 'СВОЙСТВО, ХАРАКТЕРИСТИКА']
ЗОЛЕНИЕ	["117035-N", "106631-N", "106534-N"]	['ПРИГОТОВИТЬ, СДЕЛАТЬ ГОДНЫМ', 'ИЗМЕНИТЬ, СДЕЛАТЬ ИНЫМ', 'ОБРАБАТЫВАТЬ, ПОДВЕРГАТЬ ОБРАБОТКЕ']
ЗОЛКА	["117035-N", "106631-N", "106534-N"]	['ПРИГОТОВИТЬ, СДЕЛАТЬ ГОДНЫМ', 'ИЗМЕНИТЬ, СДЕЛАТЬ ИНЫМ', 'ОБРАБАТЫВАТЬ, ПОДВЕРГАТЬ ОБРАБОТКЕ']
ЗОЛОТУХА	["109068-N", "616-N"]	['АЛЛЕРГИЧЕСКОЕ ЗАБОЛЕВАНИЕ', 'БОЛЕЗНЬ']
ЗОЛОЧЕВ	["242-N", "145516-N", "123680-N"]	['ГОРОД', 'ГОРОДСКОЕ ПОСЕЛЕНИЕ', 'МУНИЦИПАЛЬНОЕ ОБРАЗОВАНИЕ']
ЗОЛУШКА	["125035-N", "110555-N", "111309-N"]	['ВООБРАЖАЕМОЕ СУЩЕСТВО', 'ПЕРСОНАЖ', 'МИФОЛОГИЧЕСКИЙ ПЕРСОНАЖ']
ЗОЛУШКА	["143091-N", "111221-N"]	['ЛИТЕРАТУРНАЯ СКАЗКА', 'СКАЗКА (ПОВЕСТВОВАТЕЛЬНОЕ ПРОИЗВЕДЕНИЕ)']
ЗОЛЬНИК	["106509-N", "113193-N"]	['СОСТАВНАЯ ЧАСТЬ', 'НИЖНЯЯ ЧАСТЬ']
ЗОМАН	["113465-N", "135584-N", "7601-N"]	['БОЕВОЕ ОТРАВЛЯЮЩЕЕ ВЕЩЕСТВО', 'ЯДОВИТЫЙ ГАЗ', 'НЕРВНО-ПАРАЛИТИЧЕСКИЕ ВЕЩЕСТВА']
ЗОНГУЛДАК	["242-N", "590-N", "207-N"]	['ГОРОД', 'НАСЕЛЕННЫЙ ПУНКТ', 'ПОРТ']
ЗООГЕОГРАФИЯ	["32-N", "4525-N"]	['БИОЛОГИЯ', 'ЗООЛОГИЯ']
ЗООГОСТИНИЦА	["2530-N", "4337-N"]	['СЕЛЬСКОХОЗЯЙСТВЕННОЕ ПРЕДПРИЯТИЕ', 'ПИТОМНИК']
ЗООГОСТИНИЦА	["111506-N", "106573-N"]	['ПОМЕЩЕНИЕ ДЛЯ ЖИВОТНЫХ', 'ПОМЕЩЕНИЕ, ВНУТРЕННОСТЬ ЗДАНИЯ']
ЗООЗАЩИТНИК	["121389-N", "152714-N", "113713-N"]	['АКТИВИСТ', 'ЧЕЛОВЕК ПО РОЛИ', 'ЗАЩИТНИК (ТОТ КТО ЗАЩИЩАЕТ)']
ЗООЗАЩИТНИЦА	["121389-N", "152714-N", "113713-N"]	['АКТИВИСТ', 'ЧЕЛОВЕК ПО РОЛИ', 'ЗАЩИТНИК (ТОТ КТО ЗАЩИЩАЕТ)']
ЗООЛАТРИЯ	["1124-N", "120086-N"]	['РЕЛИГИОЗНЫЙ КУЛЬТ', 'ПОКЛОНЯТЬСЯ (ОТНОСИТЬСЯ К ЧЕМУ-ЛИБО С ПОЧИТАН.)']
ЗООПЛАНКТОН	["144174-N", "5060-N"]	['ЖИВОТНОЕ', 'ВОДНОЕ ЖИВОТНОЕ']
ЗООПЛАНКТОН	["113691-N"]	['ПЛАНКТОН']
ЗООПСИХОЛОГИЯ	["112189-N", "4178-N"]	['ЕСТЕСТВЕННЫЕ НАУКИ', 'ПСИХОЛОГИЧЕСКИЕ НАУКИ']
ЗОРИНСК	["242-N", "145516-N", "123680-N"]	['ГОРОД', 'ГОРОДСКОЕ ПОСЕЛЕНИЕ', 'МУНИЦИПАЛЬНОЕ ОБРАЗОВАНИЕ']
ЗОРОАСТРИЗМ	["2201-N", "110359-N"]	['РЕЛИГИЯ', 'ПОЛИТЕИЗМ']
ЗРАЗЫ	["108703-N", "108097-N", "108469-N"]	['РУБЛЕНАЯ КОТЛЕТА', 'МЯСНОЕ КУШАНЬЕ', 'КОТЛЕТА']
ЗУБАТКА	["9355-N", "502-N", "9144-N"]	['МОРСКОЕ ЖИВОТНОЕ', 'РЫБА', 'МОРСКАЯ РЫБА']
ЗУБИЛО	["106553-N", "139389-N"]	['ПРИСПОСОБЛЕНИЕ, ИНСТРУМЕНТ', 'РУЧНОЙ ИНСТРУМЕНТ']
ЗУБОСКАЛ	["111212-N", "2149-N"]	['ПЛОХОЙ ЧЕЛОВЕК', 'ЧЕЛОВЕК']
ЗУБОСКАЛКА	["111212-N", "2149-N"]	['ПЛОХОЙ ЧЕЛОВЕК', 'ЧЕЛОВЕК']
ЗУБОТЫЧИНА	["146492-N", "107404-N"]	['УДАР В ЛИЦО', 'УДАРИТЬ, НАНЕСТИ УДАР']
ЗУБРИЛА	["2196-N", "150555-N"]	['УЧАЩИЙСЯ', 'ЧЕЛОВЕК ПО СФЕРЕ ДЕЯТЕЛЬНОСТИ']
ЗУБРИЛКА	["2196-N", "150555-N"]	['УЧАЩИЙСЯ', 'ЧЕЛОВЕК ПО СФЕРЕ ДЕЯТЕЛЬНОСТИ']
ЗУБРОВКА	["4789-N", "107839-N"]	['ТРАВЯНИСТОЕ РАСТЕНИЕ', 'ЗЛАКОВОЕ РАСТЕНИЕ']
ЗУБРОВКА	["108368-N", "108336-N"]	['ВОДКА', 'КРЕПКИЙ АЛКОГОЛЬНЫЙ НАПИТОК']
ЗУБЧАНИН	["369-N", "4773-N", "589-N"]	['НАСЕЛЕНИЕ', 'ЖИТЕЛЬ ГОРОДА', 'ЖИТЕЛЬ']
ЗУБЧАНКА	["369-N", "4773-N", "589-N"]	['НАСЕЛЕНИЕ', 'ЖИТЕЛЬ ГОРОДА', 'ЖИТЕЛЬ']
ЗУГРЭС	["242-N", "145516-N", "123680-N"]	['ГОРОД', 'ГОРОДСКОЕ ПОСЕЛЕНИЕ', 'МУНИЦИПАЛЬНОЕ ОБРАЗОВАНИЕ']
ЗУЕВКА	["136781-N", "134530-N"]	['ГОРОД КИРОВСКОЙ ОБЛАСТИ', 'ГОРОД РОССИЙСКОЙ ФЕДЕРАЦИИ']
ЗУЕВЧАНИН	["369-N", "4773-N", "589-N"]	['НАСЕЛЕНИЕ', 'ЖИТЕЛЬ ГОРОДА', 'ЖИТЕЛЬ']
ЗУЕВЧАНКА	["369-N", "4773-N", "589-N"]	['НАСЕЛЕНИЕ', 'ЖИТЕЛЬ ГОРОДА', 'ЖИТЕЛЬ']
ЗУММЕР	["138649-N", "112394-N"]	['ЗВУКОВОЕ СИГНАЛЬНОЕ УСТРОЙСТВО', 'СИГНАЛЬНОЕ УСТРОЙСТВО']
ЗУНД	["2412-N", "100095-N"]	['ВОДНЫЙ ОБЪЕКТ', 'ПРОЛИВ']
ЗУРНА	["7991-N", "1450-N", "1449-N"]	['ДУХОВОЙ МУЗЫКАЛЬНЫЙ ИНСТРУМЕНТ', 'НАРОДНЫЙ ИНСТРУМЕНТ', 'МУЗЫКАЛЬНЫЙ ИНСТРУМЕНТ']
ЗЫБЬ	["107513-N", "115626-N"]	['КОЛЕБАТЕЛЬНОЕ ДВИЖЕНИЕ', 'ВОЛНЕНИЕ ВОДЫ']
ЗЭМЗ	["5754-N", "139888-N"]	['ПРЕДПРИЯТИЕ ЧЕРНОЙ МЕТАЛЛУРГИИ', 'СТАЛЕЛИТЕЙНЫЙ ЗАВОД']
ЗЮГАНОВ	["6648-N", "7977-N", "106429-N"]	['ПОЛИТИЧЕСКИЙ ЛИДЕР', 'ГЛАВА ПАРТИИ', 'ПАРТИЙНЫЙ ДЕЯТЕЛЬ']
ЗЮГАНОВЕЦ	["6629-N", "7976-N"]	['ЧЛЕН ПАРТИИ', 'КОММУНИСТ']
ЗЯБЛИК	["7396-N", "5681-N"]	['ПЕРЕЛЕТНАЯ ПТИЦА', 'ДИКАЯ ПТИЦА']
ИАТА	["1891-N", "106560-N"]	['МЕЖДУНАРОДНАЯ ОРГАНИЗАЦИЯ', 'ОРГАНИЗАЦИЯ, УЧРЕЖДЕНИЕ']
ИБИС	["963-N", "5681-N", "4091-N"]	['ПТИЦА', 'ДИКАЯ ПТИЦА', 'ДИКОЕ ЖИВОТНОЕ']
ИБИЦА	["107135-N", "3465-N", "7166-N"]	['ТЕРРИТОРИЯ, УЧАСТОК', 'ОСТРОВ', 'ГЕОГРАФИЧЕСКИЙ ОБЪЕКТ']
ИВАЛО	["242-N", "145516-N", "123680-N"]	['ГОРОД', 'ГОРОДСКОЕ ПОСЕЛЕНИЕ', 'МУНИЦИПАЛЬНОЕ ОБРАЗОВАНИЕ']
ИВАН-ДА-МАРЬЯ	["144172-N", "4789-N"]	['РАСТЕНИЕ', 'ТРАВЯНИСТОЕ РАСТЕНИЕ']
ИВАН-ЧАЙ	["115372-N", "4789-N", "6862-N"]	['МЕДОНОС', 'ТРАВЯНИСТОЕ РАСТЕНИЕ', 'МНОГОЛЕТНИЕ ТРАВЫ']
ИВАНГОРОДЕЦ	["369-N", "4773-N", "589-N"]	['НАСЕЛЕНИЕ', 'ЖИТЕЛЬ ГОРОДА', 'ЖИТЕЛЬ']
ИВАНОВЕЦ	["369-N", "4773-N", "589-N"]	['НАСЕЛЕНИЕ', 'ЖИТЕЛЬ ГОРОДА', 'ЖИТЕЛЬ']
ИВАНОГОРОДКА	["369-N", "4773-N", "589-N"]	['НАСЕЛЕНИЕ', 'ЖИТЕЛЬ ГОРОДА', 'ЖИТЕЛЬ']
ИВАНТЕЕВЕЦ	["369-N", "4773-N", "589-N"]	['НАСЕЛЕНИЕ', 'ЖИТЕЛЬ ГОРОДА', 'ЖИТЕЛЬ']
ИВАНУШКА-ДУРАЧОК	["132600-N", "111309-N"]	['ПЕРСОНАЖ РУССКОЙ СКАЗКИ', 'МИФОЛОГИЧЕСКИЙ ПЕРСОНАЖ']
ИВАСИ	["5973-N", "9144-N"]	['СЕЛЬДЬ', 'МОРСКАЯ РЫБА']
ИВАЦЕВИЧИ	["242-N", "145516-N", "123680-N"]	['ГОРОД', 'ГОРОДСКОЕ ПОСЕЛЕНИЕ', 'МУНИЦИПАЛЬНОЕ ОБРАЗОВАНИЕ']
ИВДЕЛЕЦ	["369-N", "4773-N", "589-N"]	['НАСЕЛЕНИЕ', 'ЖИТЕЛЬ ГОРОДА', 'ЖИТЕЛЬ']
ИВДЕЛЬЧАНИН	["369-N", "4773-N", "589-N"]	['НАСЕЛЕНИЕ', 'ЖИТЕЛЬ ГОРОДА', 'ЖИТЕЛЬ']
ИВДЕЛЬЧАНКА	["369-N", "4773-N", "589-N"]	['НАСЕЛЕНИЕ', 'ЖИТЕЛЬ ГОРОДА', 'ЖИТЕЛЬ']
ИВНЯК	["2594-N", "113085-N", "106451-N"]	['ЗЕМЕЛЬНЫЙ УЧАСТОК', 'ЗАРОСЛЬ', 'МЕСТО В ПРОСТРАНСТВЕ']
ИВОЛГА	["7396-N", "5681-N"]	['ПЕРЕЛЕТНАЯ ПТИЦА', 'ДИКАЯ ПТИЦА']
ИГАРЧАНИН	["369-N", "4773-N", "589-N"]	['НАСЕЛЕНИЕ', 'ЖИТЕЛЬ ГОРОДА', 'ЖИТЕЛЬ']
ИГАРЧАНКА	["369-N", "4773-N", "589-N"]	['НАСЕЛЕНИЕ', 'ЖИТЕЛЬ ГОРОДА', 'ЖИТЕЛЬ']
ИГИЛОВЕЦ	["106857-N", "2149-N", "8831-N"]	['УЧАСТНИК', 'ЧЕЛОВЕК', 'УЧАСТНИК ВООРУЖЕННОГО ФОРМИРОВАНИЯ']
ИГЛИСТОСТЬ	["133391-N", "119515-N"]	['ФИЗИЧЕСКОЕ СВОЙСТВО', 'НЕРОВНЫЙ ПО ПОВЕРХНОСТИ']
ИГЛООБРАЗНОСТЬ	["106559-N", "106768-N"]	['ФОРМА, НАРУЖНЫЙ ВИД', 'СВОЙСТВО, ХАРАКТЕРИСТИКА']
ИГЛОТЕРАПЕВТ	["1066-N", "1045-N"]	['ТЕРАПЕВТ', 'ВРАЧ']
ИГЛУ	["112704-N", "106451-N"]	['ЖИЛИЩЕ, ОБИТАЛИЩЕ', 'МЕСТО В ПРОСТРАНСТВЕ']
ИГНАЛИНА	["242-N", "145516-N", "123680-N"]	['ГОРОД', 'ГОРОДСКОЕ ПОСЕЛЕНИЕ', 'МУНИЦИПАЛЬНОЕ ОБРАЗОВАНИЕ']
ИГО	["118038-N", "115660-N", "125652-N"]	['ПОДЧИНИТЬ СВОЕЙ ВЛАСТИ', 'ПРЕВЗОЙТИ', 'ГОСПОДСТВОВАТЬ, ВЛАСТВОВАТЬ']
ИГО	["116506-N", "116507-N"]	['ПРИТЕСНИТЬ', 'УГНЕТАТЬ']
ИГРОМАН	["111236-N", "4846-N"]	['ПСИХИЧЕСКИ БОЛЬНОЙ', 'БОЛЬНОЙ ЧЕЛОВЕК']
ИГРОМАНИЯ	["3949-N", "616-N"]	['ПСИХИЧЕСКОЕ ЗАБОЛЕВАНИЕ', 'БОЛЕЗНЬ']
ИГРОМАНИЯ	["154398-N", "154394-N"]	['ПОВЕДЕНЧЕСКАЯ ЗАВИСИМОСТЬ', 'ЗАВИСИМОСТЬ (ПРИСТРАСТИЕ)']
ИГРУШКА-КАЧАЛКА	["131900-N"]	['КАЧЕЛИ']
ИГРУШКА-КАЧАЛКА	["149728-N", "109620-N"]	['ИГРУШЕЧНАЯ ЛОШАДКА', 'ДЕТСКАЯ ИГРУШКА']
ИГУАНОДОН	["9084-N", "109187-N", "109184-N"]	['РЕПТИЛИЯ', 'ДИНОЗАВР (ЖИВОТНОЕ)', 'ВЫМЕРШЕЕ ЖИВОТНОЕ']
ИДЕОГРАММА	["107076-N", "107519-N", "107182-N"]	['ГРАФИЧЕСКИЙ ЗНАК', 'ЗНАК, ОБОЗНАЧЕНИЕ', 'ИЗОБРАЖЕНИЕ (РЕЗУЛЬТАТ)']
ИДЕОГРАФИЯ	["115789-N", "107081-N"]	['НОТАЦИЯ, СИСТЕМА ОБОЗНАЧЕНИЙ', 'ПИСЬМЕННОСТЬ, СИСТЕМА ПИСЬМА']
ИДЕОКРАТИЯ	["106575-N", "416-N"]	['СТРОЕНИЕ, СТРУКТУРА', 'ГОСУДАРСТВЕННОЕ УСТРОЙСТВО']
ИДЕОЛОГИЗАЦИЯ	["137706-N", "135851-N"]	['ПОЛИТИЗАЦИЯ', 'ПРИДАТЬ СВОЙСТВО']
ИДЕФИКС	["106464-N", "124901-N", "106468-N"]	['ИДЕЯ (СЛОЖНОЕ ПОНЯТИЕ, ПРЕДСТАВЛЕНИЕ)', 'ПОНЯТИЕ, КОНЦЕПТ', 'МЫСЛЬ (ТО, ЧТО ЯВИЛОСЬ В РЕЗУЛЬТАТЕ РАЗМЫШЛЕНИЯ)']
ИДИОМА	["153600-N", "107521-N"]	['УСТОЙЧИВЫЙ ОБОРОТ', 'ЯЗЫКОВОЕ ВЫРАЖЕНИЕ']
ИДИОМАТИКА	["111643-N", "1388-N"]	['ФРАЗЕОЛОГИЯ (РАЗДЕЛ ЯЗЫКОЗНАНИЯ)', 'ЛИНГВИСТИКА']
ИДЛИБ	["140528-N"]	['ПРОВИНЦИЯ (АДМИНИСТРАТИВНАЯ ЕДИНИЦА)']
ИДЛИБ	["242-N", "140734-N"]	['ГОРОД', 'СИРИЙСКИЙ ГОРОД']
ИЕГОВИСТ	["2371-N", "9320-N"]	['РЕЛИГИОЗНАЯ ОРГАНИЗАЦИЯ', 'РЕЛИГИОЗНАЯ СЕКТА']
ИЕГОВИСТКА	["2371-N", "9320-N"]	['РЕЛИГИОЗНАЯ ОРГАНИЗАЦИЯ', 'РЕЛИГИОЗНАЯ СЕКТА']
ИЕРРО	["107135-N", "3465-N", "7166-N"]	['ТЕРРИТОРИЯ, УЧАСТОК', 'ОСТРОВ', 'ГЕОГРАФИЧЕСКИЙ ОБЪЕКТ']
ИЖАВТО	["121655-N", "2838-N"]	['ЗАВОД', 'АВТОМОБИЛЬНЫЙ ЗАВОД']
ИЖМАШ	["57-N", "3494-N"]	['ПРОМЫШЛЕННОЕ ПРЕДПРИЯТИЕ', 'ОБОРОННОЕ ПРЕДПРИЯТИЕ']
ИЖНЕФТЕМАШ	["121655-N", "3300-N"]	['ЗАВОД', 'МАШИНОСТРОИТЕЛЬНОЕ ПРЕДПРИЯТИЕ']
ИЖОРЕЦ	["106180-N", "106131-N", "106181-N"]	['УРАЛЬСКО-ЮКАГИРСКИЕ НАРОДЫ', 'ГРУППА НАЦИЙ', 'ФИННО-УГОРСКИЕ НАРОДЫ']
ИЖОРЕЦ	["105336-N", "369-N"]	['ЕВРОПЕЙЦЫ', 'НАСЕЛЕНИЕ']
ИЖОРЕЦ	["100046-N"]	['ЭТНИЧЕСКИЕ НАРОДЫ']
ИЖОРКА	["106180-N", "106131-N", "106181-N"]	['УРАЛЬСКО-ЮКАГИРСКИЕ НАРОДЫ', 'ГРУППА НАЦИЙ', 'ФИННО-УГОРСКИЕ НАРОДЫ']
ИЖОРКА	["105336-N", "369-N"]	['ЕВРОПЕЙЦЫ', 'НАСЕЛЕНИЕ']
ИЖОРКА	["100046-N"]	['ЭТНИЧЕСКИЕ НАРОДЫ']
ИЖСТАЛЬ	["523-N", "121655-N"]	['МЕТАЛЛУРГИЧЕСКИЙ ЗАВОД', 'ЗАВОД']
ИЖСТАЛЬ	["137360-N"]	['СПОРТИВНЫЙ КЛУБ']
ИЗБЕРБАШЕЦ	["369-N", "4773-N", "589-N"]	['НАСЕЛЕНИЕ', 'ЖИТЕЛЬ ГОРОДА', 'ЖИТЕЛЬ']
ИЗБЕРБАШКА	["369-N", "4773-N", "589-N"]	['НАСЕЛЕНИЕ', 'ЖИТЕЛЬ ГОРОДА', 'ЖИТЕЛЬ']
ИЗВЕСТКОВАНИЕ	["253-N", "6240-N", "9212-N"]	['МЕЛИОРАЦИЯ', 'ХИМИЧЕСКАЯ МЕЛИОРАЦИЯ', 'АГРОХИМИЧЕСКИЕ РАБОТЫ']
ИЗВЕСТКОВАНИЕ	["115570-N", "6797-N", "118860-N", "151674-N", "114786-N"]	['ОБОГАЩЕНИЕ МАТЕРИАЛА, ПРОДУКТА', 'УДОБРЕНИЕ ПОЧВЫ', 'ПИТАТЬ (СНАБЖАТЬ)', 'ОБРАБОТКА ПОЧВЫ', 'ВНЕСТИ (ВКЛЮЧИТЬ, ДОБАВИТЬ)']
ИЗВЕСТКОВАНИЕ	["111435-N", "110751-N"]	['НАСЫТИТЬ (НАПОЛНИТЬ В БОЛЬШОМ КОЛИЧЕСТВЕ)', 'НАПОЛНИТЬ']
ИЗВЕЩАТЕЛЬ	["130757-N", "130812-N", "3648-N"]	['ДАТЧИК', 'ДЕТЕКТОР (ИЗМЕРИТЕЛЬНЫЙ ПРИБОР)', 'ИЗМЕРИТЕЛЬНЫЙ ПРИБОР']
ИЗГОТОВКА	["118698-N", "119669-N"]	['ДЕЙСТВИЕ, ЦЕЛЕНАПРАВЛЕННОЕ ДЕЙСТВИЕ', 'ПОДГОТОВИТЬ ДЛЯ ИСПОЛЬЗОВАНИЯ']
ИЗДЕВАТЕЛЬ	["133874-N", "116243-N"]	['ОСКОРБИТЕЛЬ', 'ОБИДЧИК']
ИЗДЕВАТЕЛЬНИЦА	["133874-N", "116243-N"]	['ОСКОРБИТЕЛЬ', 'ОБИДЧИК']
ИЗЕР	["152701-N", "100022-N"]	['ПРИРОДНЫЙ ВОДОТОК', 'РЕКА']
ИЗЛУЧАТЕЛЬ	["106488-N", "106613-N"]	['ИСХОДНЫЙ ПУНКТ', 'РОЛЬ, ПОЛОЖЕНИЕ, МЕСТО']
